Iteración,Error absoluto,Error relativo,Error cuadrático
0,17.63131313131313,0.9999999999943284,1866.3009265301216
1,7.398989898989898,0.3568818513990094,90.25428094172344
2,1.4001777588292725,0.06326342239327896,2.737825141045624
3,0.26070233044792346,0.011642029356080845,0.07818586092099944
4,0.030412880904570727,0.0013562879702265686,0.0010375230879562606
5,0.0032060684920054427,0.00014295687785145225,1.1455091050632984e-05
6,0.0003279115258543186,1.462118562475196e-05,1.197750686743107e-07
7,3.346495659428683e-05,1.4921604567098054e-06,1.2474421396053466e-09
8,3.4147539444973063e-06,1.522595738380587e-07,1.2988656010823201e-11
9,3.484612101090079e-07,1.5537445856509286e-08,1.3525604211563316e-13

Solución aproximada
22.427187410694607
20.190921126579024
15.438011009362128
20.103058089069933
15.278996107934931
13.190238107652872
15.46993798085282
12.6834452278974
13.171648887924942
12.435143618455186
